,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
4064,0.239,1942,0.988,"['Sergei Rachmaninoff', 'Vladimir Horowitz']",0.458,248293,0.145,0,2GUOppNq6DTvir3ZyFeSyH,0.897,7,0.696,-20.841,0,"Prelude, Op. 23, No. 5, in G Minor",8,1942,0.0436,119.329
78441,0.122,1950,0.992,"['Sergei Rachmaninoff', 'Sigi Weissenberg']",0.204,136440,0.115,0,0S7172zAq1g1eu2szE0FcI,0.893,8,0.2,-20.86,0,"Prelude in G Minor, Op. 32, No. 12",0,1950,0.0398,168.457
92478,0.723,1926,0.978,['Ignacio Corsini'],0.318,202813,0.28,0,6XSSxdWnYMl3T0IBrQH3pz,0.263,7,0.244,-22.649,1,Oiga Amigo - Remasterizado,0,1926-04-25,0.0452,55.299
102762,0.744,1990,0.0112,['Soda Stereo'],0.548,218747,0.727,0,5U3z76HVF4JZ5cc7Xaem5v,0.00687,0,0.174,-7.68,1,1990 (Mil Nueve Noventa) - Remasterizado 2007,53,1990-10-09,0.0286,95.112
108390,0.578,2018,0.301,['Madison Beer'],0.673,214908,0.579,0,2IRH2r95UDqvlrrMOgOXjU,5.82E-06,0,0.0705,-5.398,1,Teenager in Love,66,2018-02-02,0.0278,109.976
21647,0.492,1934,0.979,"['Richard Himber and his Orchestra', 'Joey Nash']",0.441,185880,0.334,0,4Ds8TM57QzoT6J8cOeBG1e,0.000837,10,0.127,-10.676,1,Life's So Complete,0,1934-07-01,0.0462,114.465
110837,0.565,1950,0.86,['Manna Dey'],0.484,495647,0.368,0,0qNFuRC2SsV3YtosZ3w5Gb,4.81E-06,3,0.0932,-10.077,1,Yeh Khel Hain Taqdeer Ke,2,1950-12-01,0.0455,74.542
110072,0.355,1946,0.965,"['George Frideric Handel', 'The Liverpool Philharmonic Orchestra', 'Sir Malcolm Sargent']",0.399,247973,0.277,0,5DLfqVjCQ2ymVhZRwcG0M0,0.888,2,0.237,-12.25,1,"Messiah, HWV 56, Pt. 3: The trumpet shall sound - Air",0,1946,0.0332,120.517
41963,0.641,1943,0.995,"['Mumtaz Shanti', 'H Khan Mastana']",0.652,179363,0.224,0,6tnLJsCEJ1GoGjH1Zrx2Zs,0.301,8,0.176,-11.902,0,Tu Aaj Koi Geet Sajan,0,1943-12-31,0.476,68.574
105357,0.0373,2003,0.984,"['Jules Massenet', 'Yo-Yo Ma', 'Kathryn Stott']",0.0789,346600,0.0271,0,2JJWto8imzsHMGXQ1gm84v,0.813,2,0.073,-27.237,1,Thaïs: Méditation (Arr. for Cello & Piano),46,2003,0.0447,80.161
79958,0.785,1958,0.805,"[""Screamin' Jay Hawkins""]",0.643,139480,0.511,0,6XIeO5fwHiXrdxGpiu5i6y,2.88E-06,5,0.427,-8.851,0,Hong Kong,18,1958,0.0902,148.688
2380,0.614,1933,0.97,['Billie Holiday'],0.653,174960,0.126,0,4SAmnzxAxPfMwB6nflDNdH,0.00139,10,0.116,-16.092,1,The Moon Looks Down and Laughs - Take 1,11,1933,0.0431,99.847
49196,0.597,1979,0.043,['Albert King'],0.704,236800,0.322,0,6e5jcPUhUNTUeOBRHcGirg,0.00034,7,0.104,-16.755,0,I'll Play The Blues For You - Edit,43,1979-01-01,0.0367,95.511
8809,0.612,1966,0.0493,['The Rolling Stones'],0.464,202267,0.795,0,63T7DJ1AFDD6Bn8VzG6JE8,0.00244,1,0.399,-9.267,1,"Paint It, Black",78,1966-04-15,0.0926,158.691
58042,0.39,1930,0.995,['Giorgos Papasideris'],0.353,185413,0.617,0,1zacd5DqdLTxQsVNLnm4vt,0.922,8,0.309,-7.604,1,MIlitsa,0,1930-01-01,0.0459,108.278
76187,0.681,1935,0.284,['Э?не?? Хеминг??й'],0.63,95900,0.142,1,3gBupyGAnznmQgpHCNZApu,0,0,0.354,-20.011,1,Ча??? 97.2 - ?елен?е ?олм? ???ики,0,1935,0.929,172.486
29727,0.393,1976,0.385,['Lynyrd Skynyrd'],0.458,256533,0.355,0,1xGkvw8sTnDujVFcMN6zvc,2.99E-05,7,0.413,-13.198,1,All I Can Do Is Write About It,47,1976,0.0313,75.728
56585,0.456,2016,0.102,['DEAN FUJIOKA'],0.397,190045,0.668,0,3QjIdDDKoZRyfWDKZC4Ayb,0,9,0.0744,-4.292,1,History Maker,65,2016-10-07,0.0855,67.012
169194,0.891,2013,0.567,['Marc Anthony'],0.422,276627,0.881,0,4rB9Ji4iw2CKDjuaU3djPd,2.17E-06,9,0.137,-3.998,0,Volver a Comenzar,55,2013-07-23,0.0389,170.839
165133,0.791,1993,0.565,['Marisela'],0.725,226027,0.426,0,6lzPM8KESmsova6gGyFzsu,2.33E-06,9,0.11,-13.066,1,Ya No Te Vayas,40,1993-05-24,0.0272,110.262
6823,0.48,1956,0.95,['Hank Williams'],0.349,165960,0.265,0,675n4cfx308vwH0VBGqEOM,0.000118,7,0.165,-11.381,1,I Saw The Light - Single Version,50,1956-01-01,0.0324,204.656
61049,0.238,1950,0.994,['Nikos Mosxonas'],0.285,207387,0.302,0,020DddrnhaV5dAe6sMqt6G,0.139,5,0.378,-12.249,1,Diati ax diati,0,1950-01-01,0.0358,81.844
83429,0.16,1975,0.994,['Cortex'],0.531,83427,0.0222,0,3CKsKWOasAzsjlhdWk9DGs,0.89,9,0.114,-18.89,0,Go Round,31,1975-07-15,0.0593,83.114
111546,0.809,1953,0.986,['S. C. Krishnan'],0.592,179240,0.357,0,19evrgZTFSg7MNQ59ZiGFE,0.414,2,0.257,-10.315,1,Kalappadam,0,1953-12-31,0.203,149.088
94999,0.302,1951,0.922,"['Giuseppe Verdi', 'Fernando Previtali', 'Orchestra Sinfonica di Roma della RAI']",0.456,237760,0.154,0,1I4bBso2gHngQA9qPU7YJB,2.02E-05,2,0.221,-17.074,1,"Verdi : Nabucco : Part 3 - La Profezia ""Eccelsa donna, che d'Assiria il fato"" [Gran Sacerdote, Abigaille, Nabucco, Abdallo]",0,1951,0.0914,93.193
62812,0.831,1958,0.668,['Studio Chorus - Saludos Amigos'],0.58,118613,0.446,0,5I2VJVIU3Kcap3ycl83g9y,0,8,0.308,-10.465,1,"Have You Ever Been to Baia (Você Já Foi à Baia?) - From ""The Three Caballeros""",16,1958-01-01,0.0399,105.142
89474,0.469,2006,0.573,['Keller & The Keels'],0.536,279267,0.494,0,25VCNz70Pq90XTq1tfdSPD,0.000292,7,0.131,-10.163,1,Mary Jane's Last Breakdown,45,2006-01-02,0.0388,118.092
125977,0.78,1946,0.989,['Carlos Gardel'],0.657,183568,0.569,0,66ImqO5mIpxjQHSlH8u3gZ,0.0395,11,0.144,-4.336,1,Palomita Blanca,0,1946-10-12,0.339,74.796
102844,0.701,1990,0.664,['Sonora Ponceña'],0.555,351547,0.557,0,4gdISO3RFEVnxJB5uR5rkF,0.000813,8,0.0677,-9.28,1,Yare,40,1990-01-01,0.0365,92.142
145953,0.535,1971,0.98,['Michael Hurley'],0.612,116133,0.122,0,38rrC4sTDdM39hnghQOKnA,0.0744,9,0.124,-13.004,1,Jocko's Lament,22,1971-09-01,0.0382,65.314
136234,0.624,1997,0.224,['Bee Gees'],0.784,247760,0.476,0,5qo79ju0ksdDG3dXUeZAc3,0.0125,11,0.418,-8.283,0,Still Waters (Run Deep),47,1997-01-01,0.0329,98.048
141168,0.81,1940,0.989,['Kostas Roukounas'],0.708,199760,0.424,0,4J4Hdx3nED3fIv7gZuG56d,0.162,6,0.124,-12.505,1,Laxanades,0,1940-01-01,0.0326,115.39
4858,0.0461,1946,0.995,"['Frédéric Chopin', 'Arthur Rubinstein']",0.38,166173,0.0121,0,3mUX3GmcszwMZmN2rdxiGy,0.922,4,0.0888,-29.129,0,"Mazurkas, Op. 68: No. 2 in A Minor",10,1946,0.0421,102.677
109235,0.678,1930,0.995,['Umm Kulthum'],0.23,361693,0.271,0,4kAfz4NrEpSu8hj9O71keM,0.897,4,0.46,-14.332,0,Yally Gafaet Erham Haly,0,1930-01-01,0.0506,75.082
106186,0.75,2007,0.46,['Eddie Vedder'],0.724,94053,0.652,0,6J0bdIZElZMymahgVWRE9B,0.000142,3,0.101,-6.869,1,No Ceiling,56,2007-09-18,0.0247,106.911
140212,0.336,2017,0.779,['Joyner Lucas'],0.605,408064,0.613,1,0hL8yBivUahlm1rhQ1a0Xx,0,11,0.0981,-10.479,0,I'm Not Racist,59,2017-12-04,0.869,63.764
114095,0.437,1966,0.131,['The Beach Boys'],0.372,189520,0.403,0,5Gz8ye2HVjNwNCkSBK5Jqr,0.877,4,0.12,-14.47,1,I'm Waiting For The Day - Instrumental Stereo Mix,20,1966-06-16,0.0331,167.709
107752,0.348,2015,0.134,"['Jack Ü', 'Skrillex', 'Diplo', 'AlunaGeorge']",0.485,237000,0.928,0,3UgSQu6WwrXfKKDq019IHE,2.92E-05,10,0.217,-3.451,0,To Ü (feat. AlunaGeorge),62,2015-02-24,0.445,160.165
149794,0.834,1990,0.0183,['Vico C'],0.734,213531,0.73,0,0cHircZQcIR3ZkVsuHPgb6,3.46E-05,2,0.107,-5.834,1,Bomba Para Afincar,40,1990-01-01,0.254,196.161
101986,0.945,1986,0.000107,['New Order'],0.693,430213,0.899,0,1nMPAoLnWTBuxH4G5236Ip,0.742,7,0.0567,-7.294,1,"Blue Monday '88 - 12"" Version",34,1986-09-29,0.0336,130.425
9510,0.07,1969,0.0834,['King Crimson'],0.339,602531,0.346,0,1OFjv0Cq2JeK3FPvPG98rJ,0.194,4,0.214,-12.083,0,The Court Of The Crimson King,55,1969-10-10,0.0445,135.762
31945,0.208,1987,0.904,['Chet Baker'],0.533,302360,0.0787,0,2d0bYxU8jZntgNb9c1fGF5,1.60E-05,7,0.33,-20.188,1,Everything Happens To Me,53,1987-01-01,0.0547,118.398
29604,0.197,1975,0.602,"['Charles Gray', 'Susan Saradon', 'Barry Bostwick']",0.381,184062,0.124,0,5JWdLUwvyELkVlm33acAtt,0.000845,4,0.0855,-19.31,0,Super Hereos,44,1975-01-10,0.0359,118.978
108053,0.119,2016,0.298,['Tank'],0.364,242307,0.537,1,3v10vlZlZPApvDz3kE4aNe,0,6,0.191,-5.912,0,Fuckin' wit Me,55,2016-01-22,0.164,185.53
106775,0.704,2010,0.8,['The Wolfe Tones'],0.687,184133,0.39,0,5ueyUIOcH7iDpNzuR1LsKn,0.000154,5,0.0879,-14.679,1,Come Out Ye Black & Tans,51,2010-01-01,0.0366,99.425
96627,0.677,1959,0.845,['Howard Roberts'],0.398,162173,0.38,0,3j2zBlflrrgHAeWjmuh8fP,0.346,8,0.0993,-13.229,1,All The Things You Are,16,1959-01-01,0.0345,114.923
3602,0.805,1939,0.867,['Billie Holiday'],0.726,168507,0.28,0,698vIGQPBJ96ebCAEDWWSC,0.000509,10,0.255,-11.784,1,Them There Eyes,5,1939,0.0479,96.286
139981,0.359,2016,0.000326,['Green Day'],0.499,205440,0.958,0,278Ao6KQDxWGGszv24uvhI,2.19E-06,9,0.432,-5.417,1,Bang Bang,60,2016-10-07,0.0898,127.491
165524,0.0546,1995,0.0368,['St Germain'],0.735,440040,0.482,0,1pUb1ZGMdSldjWGo7Nrg17,0.841,10,0.126,-16.583,1,Deep in It,46,1995-07-28,0.0511,121.931
57564,0.346,1926,0.0675,['Э?не?? Хеминг??й'],0.63,96700,0.333,1,48oFg6lHBVcGC9oQDgKqm9,0,1,0.503,-16.365,1,Ча??? 64.2 - Фие??а,0,1926,0.957,170.453
27956,0.794,1967,0.126,['The Beatles'],0.643,165293,0.605,0,2YsKxAJKUJx93BKxzQ3RTr,0,4,0.262,-6.998,1,With A Little Help From My Friends - Remix,44,1967-06-01,0.0295,112.057
117446,0.969,1983,0.433,['Los Hermanos Barron'],0.567,222453,0.611,0,6DH70OdT4V9rxTxC7nLlBh,0,2,0.271,-6.109,0,El Empaliza,29,1983,0.0579,204.141
55276,0.326,2010,0.0236,['Five For Fighting'],0.401,215200,0.802,0,1MzlQlMCHU4zSyHjVGbMln,0,10,0.224,-5.646,1,Chances,53,2010-06-15,0.0291,163.987
44060,0.418,1954,0.989,['Frank Sinatra'],0.534,187147,0.0989,0,6xxIjW0WXxwMvx2wurl5Nq,0.00179,4,0.0697,-20.621,0,One for My Baby (And One More for the Road),12,1954-04-01,0.0495,83.513
116020,0.83,1975,0.0465,['The Outlaws'],0.446,261000,0.783,0,4lLZjZHNKbPYx32zXud0Bv,0,9,0.0218,-6.485,1,Cry No More,25,1975,0.0393,154.664
63258,0.632,1961,0.689,['Sam Cooke'],0.516,192907,0.343,0,7Id38ZUWGkQcdEu95kWYrb,0,2,0.0799,-9.953,1,Grandfather's Clock,20,Mar-61,0.0406,135.457
58039,0.899,1930,0.977,['?ν??νη? ??αλγκά?'],0.542,200438,0.484,0,1zDSSeNyfTd5Nq9LY71ddc,0.713,6,0.414,-10.211,0,?ε?μ?έκικο μελεμένιο,0,1930-01-01,0.0935,105.676
18419,0.221,2014,0.22,['One Direction'],0.681,248360,0.582,0,3JjnGLK8IxkNLvo8Lb3KOM,0,6,0.119,-7.76,0,18,81,2014-11-17,0.0313,124.038
74626,0.345,2017,0.0504,['Lil Baby'],0.758,218200,0.559,1,0T7GMqDSnmVEXUx5NIQfNn,0,8,0.172,-10.326,0,To The Top,61,2017-12-01,0.163,112.938
133767,0.618,1985,0.655,['Gloria Estefan'],0.707,289907,0.53,0,6abGhmG3EL3ZIpplUmo3qR,1.85E-05,9,0.101,-11.992,1,Here We Are,31,1985,0.0322,142.146
46205,0.32,1965,0.985,['Nina Simone'],0.188,168107,0.263,0,2Y2M7TztqchZwMoszbYapJ,0.0373,6,0.216,-13.114,1,One September Day,39,1965-06-01,0.0334,84.152
65945,0.0781,1974,0.868,['Stevie Wonder'],0.177,209000,0.206,0,6RipbJl00ATUBclT3l0aKm,0.000337,6,0.138,-13.735,0,Too Shy To Say,35,1974-07-22,0.0323,48.405
38621,0,1926,0.729,['Iván Rolón'],0.58,22421,0.000811,0,2Lfc3kgo0uxz4XP1h7s3Mq,0.966,4,0.0822,-37.429,0,"Seis melodías al unísono, No. I",0,1926,0.178,194.023
35232,0.821,2003,0.0407,"['Mariah Carey', ""Ol' Dirty Bastard""]",0.837,290467,0.548,0,2itAOPLerxnnc8KXHMqPWu,0,2,0.05,-9.658,1,Fantasy (feat. O.D.B.),55,2003-10-14,0.116,102.497
40805,1.00E-05,1938,0.785,['Benny Goodman'],0.158,21467,1,0,6DQ5ZjqGTNCyUWQ3hjOB6r,0.933,0,0.952,-17.484,1,Applause; Martha Tilton Returns to Stage - Live,0,1938,0.0635,104.097
43362,0.687,1950,0.807,"['Lata Mangeshkar', 'Kishore Kumar']",0.44,312227,0.619,0,6RzprQp7qHQZeKSpNM2HX4,5.87E-06,0,0.196,-8.043,1,Maine Dekha Ek Sapna,3,1950-12-01,0.051,96.393
64453,0.234,1967,0.619,"['Roman Hoffstetter', 'Tchaikovsky Chamber Orchestra', 'Lazar Gosman']",0.316,343627,0.0731,0,6twZ92WV9VakyBJimPMZtD,0.00115,0,0.111,-24.223,1,"String Quartet in F Major, Op. 3, No. 5, Hob. III:17: II. Andante cantabile",35,1967,0.0479,104.17
103155,0.668,1992,0.706,"['Dr. Dre', 'Jewell', 'Rage', 'Kevin Lewis']",0.553,64000,0.916,1,5LxGbG31P2GBGMXMPfUb2Q,0,6,0.462,-13.121,1,The Doctor's Office,39,1992-12-15,0.721,75.243
162130,0.332,1977,0.921,['John Denver'],0.365,227747,0.258,0,1Z1aXnOH9OV9NGK3lou6bs,0,7,0.148,-11.803,1,I Want to Live,25,1977,0.042,145.672
139412,0.629,2013,0.0176,['The Strokes'],0.737,222360,0.745,0,2ThdB23G9Rgf1ExndFGEEg,0.381,9,0.306,-5.944,1,Tap Out,54,2013-03-25,0.0351,115.989
50236,0.204,1985,0.665,['Alabama'],0.535,249320,0.262,0,1vWMP1a6FWSk12moZt8582,7.97E-06,2,0.12,-11.137,1,Santa Claus (I Still Believe In You),39,1985-09-01,0.0356,128.872
36455,0.789,2009,0.564,['Timbiriche'],0.731,184947,0.392,0,4d7N2lqEJMbQwVy1LCqhXv,0,2,0.0851,-13.478,1,Con Todos Menos Conmigo,70,2009-01-01,0.0385,114.179
12241,0.63,1983,0.00322,['ZZ Top'],0.63,241080,0.788,0,0OBwxFLu6Yj61s2OagYbgY,0.0237,5,0.0883,-6.7,1,Gimme All Your Lovin',70,1983-03-23,0.0298,120.059
152336,0.724,2003,0.114,['Amy Winehouse'],0.539,317000,0.809,0,4o2d25zcVbx5BEaHcKbtOI,1.02E-05,10,0.0715,-8.851,0,In My Bed,36,2003,0.0683,95.631
102638,0.229,1989,0.698,['Ricardo Montaner'],0.591,264707,0.483,0,03q72XRQQWgAX1wgDnhGnD,0,7,0.0408,-5.514,1,La Cima Del Cielo,28,1989-01-01,0.0259,139.904
31744,0.638,1986,0.25,['Lorenzo Antonio'],0.663,229669,0.551,0,7cGgfuTFHDRA0b7zdzEg6R,0,2,0.111,-9.923,1,Doce Rosas,57,1986-01-01,0.0341,117.39
89445,0.42,2006,0.455,['Ray LaMontagne'],0.482,317280,0.381,0,33JX2be3eKVhl5xk8YQhVc,0.00295,2,0.114,-13.93,1,Empty,48,2006-08-29,0.0311,81.712
150252,0.357,1993,0.2,['Sarah McLachlan'],0.476,279467,0.658,0,28SynOAuafgfxvPXWFgS7D,0.00155,6,0.0635,-6.737,0,Possession,31,1993-10-22,0.0281,97.527
135430,0.471,1993,0.0554,['Cypress Hill'],0.893,192707,0.432,0,57wqfAbMixoPsQMkKsWWSV,0.94,4,0.357,-10.766,0,When the Ship Goes Down,39,1993-07-20,0.195,96.107
102910,0.53,1991,0.0629,['DJ Quik'],0.927,247560,0.558,1,1N7qu71GFoEzp7KK10Y7m3,0,6,0.0674,-6.666,1,Pitch In OnA Party,33,1991,0.236,106.376
167756,0.29,2006,0.177,['Backhouse Mike'],0.484,280987,0.581,0,7pVDDf69OWLVpGqihFbV2x,1.77E-06,10,0.169,-7.886,1,Okay,39,2006-01-01,0.03,93.04
46425,0.574,1966,0.224,"['John Mayall & The Bluesbreakers', 'Eric Clapton']",0.581,180693,0.596,0,07fmUH4VMyKkCRaugAyke7,0.00979,0,0.287,-3.831,1,Double Crossing Time - Mono,37,1966-06-22,0.0242,82.253
62869,0.45,1959,0.953,['Cal Tjader'],0.573,180840,0.127,0,5cwm0Tq8gR0NTfqHZp9FyO,0.685,0,0.268,-21.945,1,September Song,20,1959-01-01,0.0475,96.243
162355,0.578,1979,0.0285,['Whitesnake'],0.343,293547,0.932,0,6XutPfkORb7ZpXbXvUJTVB,0.0109,9,0.17,-5.812,0,Ain't No Love In The Heart Of The City,21,1979-01-01,0.0914,138.38
83018,0.778,1973,0.64,['James Brown'],0.639,513867,0.423,0,0PogZCRqhWi3s3iSAHTjSH,2.05E-05,3,0.686,-12.268,1,Take Some - Leave Some,37,1973-01-01,0.392,171.919
21861,0.94,1935,0.829,"['Sylvia de Grasse', 'Avelino Muñoz']",0.793,165956,0.514,0,0tmMcudcr6z2AlW0eINphC,0.000115,7,0.264,-11.042,1,Cada Loco Con Su Tema,0,1935-01-01,0.0638,98.791
79339,0.814,1955,0.766,"['Doris Day', 'Harry James']",0.571,182560,0.348,0,3hLWDqbwnqNiWUNMZTgowx,3.92E-05,10,0.249,-9.139,1,"I May Be Wrong (But I Think You're Wonderful) (with Harry James & His Orchestra) - From the film, ""Young Man with a Horn""",8,1955-10-10,0.053,146.866
45390,0.686,1960,0.449,['The Louvin Brothers'],0.606,155600,0.145,0,2JdXoenOxVO975w9YXnElK,0,7,0.197,-14.848,1,Are You Afraid To Die,18,1960,0.0312,83.587
81188,0.83,1964,0.827,['The Beach Boys'],0.522,100213,0.827,0,1TY8ikLk6PkbZp02x3AuzW,0,0,0.155,-8.736,1,Do You Remember (Mono),23,1964-07-13,0.0815,158.473
16649,0.808,2005,0.455,['Craig Morgan'],0.49,230373,0.817,0,4etE2X6t7GmyiuYLIdI8H5,0,8,0.0885,-5.405,1,Redneck Yacht Club,66,2005-03-08,0.0355,168.115
166162,0.581,1998,0.582,['Bill Engvall'],0.617,117960,0.755,0,2G0RE0GivVslZkNuE8ouTK,0,8,0.977,-13.363,1,Dorkfish,33,1998-10-13,0.942,61.069
168929,0.622,2012,0.327,"['Meek Mill', 'Big Sean']",0.67,216667,0.895,1,3BaridxR3bsmZw3F8ERWPj,0,2,0.269,-1.438,1,Burn (feat. Big Sean),43,2012-09-10,0.349,111.389
153305,0.507,2008,0.00535,['Mary Mary'],0.672,188440,0.837,0,72whQuC7MTohTdGvdbgjA4,0.015,2,0.325,-5.788,0,Get Up,40,2008-10-20,0.0725,121.175
139967,0.571,2016,0.761,['Au/Ra'],0.589,160345,0.467,0,6RGkwhDLaHxWWXY0jn1jFv,0,6,0.0847,-8.179,1,Concrete Jungle - Acoustic,60,2016-11-18,0.031,165.908
169790,0.648,2016,0.526,['MO3'],0.574,233117,0.476,1,1yUkBJtmXJEV050sdhytts,0,0,0.0878,-12.984,1,Gangsta Love,50,2016-04-05,0.444,120.451
16320,0.793,2003,0.432,['The Contours'],0.62,172400,0.81,0,5MbNAHqNksNDycMZ0WUaO5,0,5,0.0843,-6.594,1,Do You Love Me - Mono Single,58,2003-01-01,0.039,150.737
56247,0.481,2015,0.0599,"['Kid Ink', 'Fetty Wap']",0.797,224240,0.469,1,5IZc3KIVFhjzJ0L2kiXzUl,0,8,0.0753,-8.112,1,Promise (feat. Fetty Wap),65,2015-12-25,0.0646,103.057
93423,0.491,1940,0.968,['Lead Belly'],0.659,180976,0.239,0,2hi94KGBGLDU2Jm4T7q7VR,0.00196,9,0.321,-13.491,1,Roberta,1,1940,0.0554,119.328
156808,0.457,1951,0.988,['Pete Seeger'],0.75,74307,0.0502,0,326hwzjnMxPyrQbZC9YqKr,0.294,5,0.166,-27.188,1,The Mail Boat,0,1951-01-01,0.0511,101.167
82091,0.274,1968,0.368,['The Association'],0.486,157267,0.369,0,4NH6nMvCMDtbeGSAk98vN3,0,2,0.219,-11.4,1,No Fair at All,24,1968-11-26,0.0253,95.72
95018,0.336,1951,0.957,"['Gioachino Rossini', 'Mario Rossi', 'Orchestra Sinfonica e Coro di Torino della RAI']",0.468,314352,0.398,0,1KTa2adk40Mw6hgdfRtIK6,2.63E-05,7,0.197,-11.967,1,I miei rampolli femminini,0,1951,0.0978,111.64
147443,0.0742,1979,0.9,['Dan Fogelberg'],0.236,274867,0.0486,0,6rB7cynRgLHFhykyVJ0peR,1.06E-05,2,0.09,-27.54,1,Along the Road,23,1979,0.0348,167.717
8962,0.644,1966,0.379,"[""Howlin' Wolf""]",0.721,172827,0.62,0,1a8vVeidOsauNu6rQmHBRS,4.31E-05,9,0.344,-9.775,1,Killing Floor,45,1966-01-11,0.0326,118.696
79265,0.416,1954,0.913,['Cuco Sánchez'],0.566,154667,0.108,0,5VkFjPaI9aft7S5qWSq9Aj,0,0,0.0922,-17.062,1,La Chancla,2,1954,0.0466,78.392
9630,0.563,1970,0.501,['Van Morrison'],0.606,274040,0.282,0,683b4ikwa62JevCjwrmfg6,8.30E-06,9,0.152,-12.207,0,Moondance - 2013 Remaster,69,Feb-70,0.0339,67.409
137411,0.0771,2003,0.284,['Annie Lennox'],0.463,187213,0.358,0,2E69zptZWLWSMBArSJLUAa,0,2,0.171,-10.474,0,A Thousand Beautiful Things,52,2003-06-02,0.0304,79.637
100243,0.942,1977,0.00596,['Peter Tosh'],0.655,357987,0.552,0,3SWisFZfqnjl6ZGpevEG7t,0,7,0.186,-9.235,1,Equal Rights,32,1977,0.305,76.469
53004,0.397,1999,0.355,['The Jeff Healey Band'],0.536,280933,0.571,0,3gDtrR0W8CmkyS6mweesSS,0,0,0.0595,-6.879,1,Angel Eyes - Album Edit,49,1999-07-27,0.0278,126.909
64249,0.147,1966,0.26,['Waylon Jennings'],0.484,213053,0.253,0,434htmh7jrV2jPVK8mtwC3,0.000621,6,0.355,-11.711,0,I'm a Long Way from Home,30,1966-12-01,0.0274,99.386
115859,0.947,1975,0.4,['Manolo Sanlucar'],0.592,205773,0.883,0,5ossFJafGKTdM8uc5p3vJ2,0.888,2,0.0482,-6.81,1,Caballo Negro,40,1975,0.0284,106.467
87001,0.305,1994,0.787,['Oasis'],0.588,195000,0.435,1,57bbMdaWpthoPTfuU9TFvQ,0,4,0.0801,-10.845,1,Married With Children - Remastered,52,1994,0.0268,88.068
130456,0.647,1968,0.624,['Willie Nelson'],0.617,146160,0.3,0,6OXW7XXG70cgbqfeoG1BRi,0.00258,7,0.0978,-9.937,1,Waltz Across Texas,19,1968,0.0324,95.814
112060,0.254,1956,0.958,['Milt Jackson'],0.545,196133,0.144,0,0X9jY9sfT3TYYMCOX5xzCM,0.0291,8,0.126,-18.555,1,Lillie,10,1956,0.0451,124.966
158615,0.495,1960,0.866,['Henry Mancini'],0.472,195280,0.219,0,3pLsaBUKOfkMbqqvTrWWqZ,0.593,5,0.0611,-14.939,1,One Eyed Cat,7,1960-01-01,0.0286,151.423
33743,0.224,1996,0.996,['Dave Brubeck'],0.489,212400,0.00504,0,7n76J43bOv8dO4MXCbv4Zt,0.925,3,0.083,-35.226,1,To Us Is Given,55,1996-01-01,0.0978,95.939
144410,0.235,1963,0.864,['Jack Jones'],0.359,194067,0.149,0,6sc420qiubEiiSvnyC9x5Y,0,2,0.114,-12.108,0,Charade,18,1963-01-01,0.0334,112.598
156838,0.665,1951,0.783,['Chere Maman'],0.596,115307,0.565,0,34rwbfTDQh5nz5X3qLKy5L,0.481,8,0.265,-14.88,1,Merengue--Chere Maman,0,1951-01-01,0.0561,118.245
138049,0.252,2006,0.955,['Sufjan Stevens'],0.342,230013,0.172,0,6GjYRXGmP1CQrAb9ORvaFV,0.0142,2,0.122,-15.12,1,"Holy, Holy, Holy",44,2006-11-21,0.0316,139.777
25916,0.154,1956,0.938,['Percy Faith & His Orchestra'],0.223,181600,0.293,0,0Z86ZHAV0DUhGhZUy5qmd7,0.903,7,0.634,-13.982,1,Non dimenticar,26,1956,0.0335,73.906
29771,0.791,1976,0.292,['The Brothers Johnson'],0.88,147000,0.57,0,00PLtXXER1XcTRZvs3LioS,0.0388,2,0.0674,-13.145,1,Get The Funk Out Ma Face,47,1976-01-01,0.0821,106.034
59777,0.623,1943,0.995,['Farida'],0.421,203270,0.206,0,7cPEQmockU0BwQ7XNeHBWY,0.0117,5,0.198,-7.756,0,Bade Maze Ka Mel Wohi Hai,0,1943-12-31,0.0873,66.183
135161,0.636,1991,0.391,['Los Corazones Solitarios'],0.255,174333,0.358,0,2Jaou8VEd28shN1Qbspgfc,0,4,0.0808,-13.487,1,El Tiempo Que Haz Llorado,33,1991,0.0301,186.68
137112,0.403,2001,0.478,"['DJ Screw', 'Point Blank', 'PSK-13', 'Z-Ro', 'Big T', 'South Park Mexican', 'Zhayne', ""Lil' Flex"", ""Lil' Flea""]",0.773,427880,0.585,1,3LqvNb136BFhmi0exqpsZ8,0.0238,2,0.254,-8.117,1,South Side Groovin',37,2001-08-14,0.396,144.063
90625,0.283,2012,0.76,['Jeremy Jordan'],0.408,192148,0.302,0,6aWJOPC5gpjTpRiyvrFOQm,0,7,0.0832,-11.699,1,Santa Fe,52,2012-04-10,0.0456,96.457
61721,0.848,1953,0.93,['Mary Lou Williams'],0.584,152333,0.333,0,6mE7ojPQDaNwKmbcPQ3sOx,0.891,10,0.103,-22.592,1,Just One of Those Things,2,1953,0.0438,145.192
28650,0.955,1970,0.421,['The Statler Brothers'],0.768,148400,0.491,0,7GJHKjgG9MZEAbTc0xCN7K,0,9,0.114,-10.628,1,Bed Of Roses,47,1970-10-13,0.033,102.802
